user_id;idade;sexo;renda_mensal;renda_mensal_imputada;numero_dependentes;dependentes_imputados;faixa_etaria;faixa_salarial;salario_por_dependente;default_flag;historico_default;qtd_emprestimos_ativos;qtd_tipos_emprestimo;tipos_emprestimo;qtd_real_estate;qtd_other;possui_emprestimo_ativo;atraso_30_59;atraso_60_89;atraso_90_plus;total_atrasos;debt_ratio;uso_linhas_sem_garantia;historico_atrasos_flag;indice_risco_credito;score_risco_total;quartil_risco;faixa_risco_historico;previsao_default;idade_outlier_flag;renda_outlier_flag;debt_ratio_outlier_flag;uso_linhas_outlier_flag;nome_cliente;iniciais;cliente_desde;primeiro_nome
93;40;F;5400;1;0;1;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;424;1;0;1062,5;9,3119;4;Muito alto;Mau pagador;0;0;0;0;Priscila Santos Silva;PS;out/24;Priscila
94;52;M;3000;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,1609;0,8591;0;3,4002;5,8097;3;Alto;Bom pagador;0;0;0;0;Igor Santos Silva;IS;nov/24;Igor
95;27;M;2800;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;0;0;0;0;0,131;0,1131;0;0,2441;2,4656;1;Baixo;Bom pagador;0;0;0;0;Renato Santos Silva;RS;dez/24;Renato
96;28;F;3500;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;1;0;1;2;0,1608;0,6414;1;3,0036;5,8097;3;Alto;Bom pagador;0;0;0;0;Tain  Santos Silva;TS;jan/21;Tain 
97;59;M;8110;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;0,2529;0,6357;0;0,8886;6,1025;2;Moderado;Bom pagador;0;0;0;0;C‚sar Santos Silva;CS;fev/21;C‚sar
98;45;F;5600;0;1;0;Adultos (31-59 anos);M‚dia;5600;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;2;9;1;0;0;0;0;0,7913;0,1831;0;0,812;2,2196;2;Moderado;Bom pagador;0;0;0;0;Aline Santos Silva;AS;mar/21;Aline
99;23;F;2200;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,0945;0,3473;0;1,1046;2,2606;3;Alto;Bom pagador;0;0;0;0;Bruna Santos Silva;BS;abr/21;Bruna
100;62;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;19;2;other, real_estate;1;18;1;0;0;0;0;2578;0,5203;0;1289,2602;5,6925;4;Muito alto;Bom pagador;0;0;0;0;Alan Santos Silva;AS;mai/21;Alan
101;45;F;5200;0;2;0;Adultos (31-59 anos);M‚dia;2600;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;0;0;0;0;2,5066;1;Baixo;Bom pagador;0;0;0;0;Daiane Santos Silva;DS;jun/21;Daiane
102;90;M;7083;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;0;0;0;0;0,0765;0,0028;0;0,0793;1,7687;1;Baixo;Bom pagador;0;0;0;0;Breno Santos Silva;BS;jul/21;Breno
103;64;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;739;0,0917;0;1478,1834;5,5696;4;Muito alto;Bom pagador;0;0;0;0;CauÆ Santos Silva;CS;ago/21;CauÆ
104;43;F;5708;0;2;0;Adultos (31-59 anos);M‚dia;2854;0;Sem hist¢rico de inadimplˆncia;3;2;other, real_estate;1;2;1;0;0;0;0;0,1971;0;0;0,4926;1,716;2;Moderado;Bom pagador;0;0;0;0;Geovana Santos Silva;GS;set/21;Geovana
105;51;M;13455;0;1;0;Adultos (31-59 anos);Alta;13455;0;Sem hist¢rico de inadimplˆncia;10;1;other;0;10;1;0;0;0;0;0,0032;0,012;0;0,0138;1,8214;1;Baixo;Bom pagador;0;0;0;0;Cl udio Santos Silva;CS;out/21;Cl udio
106;63;F;5400;1;0;1;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;0;0;0;0;14;0;0;23,3333;5,5403;4;Muito alto;Bom pagador;0;0;0;0;J‚ssica Santos Silva;JS;nov/21;J‚ssica
107;37;M;12996;0;4;0;Adultos (31-59 anos);Alta;3249;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;1;0;0;1;0,3026;0,5666;1;1,7692;5,757;3;Alto;Bom pagador;0;0;0;0;Elias Santos Silva;ES;dez/21;Elias
108;83;M;2000;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;10;1;other;0;10;1;0;0;0;0;0,3828;0,3274;0;0,6457;2,1669;2;Moderado;Bom pagador;0;0;0;0;Fernando Santos Silva;FS;jan/22;Fernando
109;63;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;2;7;1;1;0;0;1;1704;0,0403;1;1704,9403;5,5696;4;Muito alto;Bom pagador;0;0;0;0;J£lio Santos Silva;JS;fev/22;J£lio
110;89;F;3400;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0,0015;0,0118;0;0,0265;1,839;1;Baixo;Bom pagador;0;0;0;0;Paula Santos Silva;PS;mar/22;Paula
111;50;M;15000;0;2;0;Adultos (31-59 anos);Alta;7500;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;4;5;1;0;0;0;0;0,4972;0,0356;0;0,5328;2,0264;2;Moderado;Bom pagador;0;0;0;0;M rcio Santos Silva;MS;abr/22;M rcio
112;40;M;5600;0;1;0;Adultos (31-59 anos);M‚dia;5600;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,391;0,9704;0;2,269;6,1084;3;Alto;Bom pagador;0;0;0;0;Nicolas Santos Silva;NS;mai/22;Nicolas
113;50;F;4667;0;2;0;Adultos (31-59 anos);M‚dia;2333,5;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,1493;0,0158;0;0,2752;2,5066;1;Baixo;Bom pagador;0;0;0;0;Talita Santos Silva;TS;jun/22;Talita
114;49;M;4000;0;2;0;Adultos (31-59 anos);M‚dia;2000;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,1157;0,1933;0;0,515;2,6588;2;Moderado;Bom pagador;0;0;0;0;S‚rgio Santos Silva;SS;jul/22;S‚rgio
115;63;M;2500;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;11;1;other;0;11;1;0;0;0;0;0,024;0,0459;0;0,0583;1,7277;1;Baixo;Bom pagador;0;0;0;0;Tadeu Santos Silva;TS;ago/22;Tadeu
116;47;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;0;0;2130;0,0706;0;4260,1411;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Z‚lia Santos Silva;ZS;set/22;Z‚lia
117;45;M;10483;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;17;2;other, real_estate;3;14;1;1;0;0;1;0,3747;0;1;1,1526;2,4247;3;Alto;Bom pagador;0;0;0;0;William Santos Silva;WS;out/22;William
118;62;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0;0;0;0;2,5066;1;Baixo;Bom pagador;0;0;0;0;Lorena Santos Silva;LS;nov/22;Lorena
119;63;F;9500;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;4;2;other, real_estate;1;3;1;0;0;0;0;0,1524;0,045;0;0,3947;1,7277;2;Moderado;Bom pagador;0;0;0;0;Mirela Santos Silva;MS;dez/22;Mirela
120;39;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;1;Inadimplente;0;0;sem_emprestimo;0;0;0;98;98;98;294;0;1;1;304;9,1303;4;Muito alto;Mau pagador;0;0;0;0;Gabriel Oliveira Silva;GO;jan/23;Gabriel
121;54;F;3600;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,6695;0,3037;0;0,811;2,9048;2;Moderado;Bom pagador;0;0;0;0;Beatriz Oliveira Silva;BO;fev/23;Beatriz
122;64;M;32000;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,0014;0,0122;0;0,0341;2,5066;1;Baixo;Bom pagador;0;1;0;0;Mateus Oliveira Silva;MO;mar/23;Mateus
123;43;M;8804;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;13;1;other;0;13;1;0;0;0;0;0,127;0,831;0;0,6843;5,47;2;Moderado;Bom pagador;0;0;0;0;Pedro Oliveira Silva;PO;abr/23;Pedro
124;45;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;17;2;other, real_estate;3;14;1;0;0;0;0;1986;0,1565;0;1103,4203;5,7628;4;Muito alto;Bom pagador;0;0;0;0;Eduarda Oliveira Silva;EO;mai/23;Eduarda
125;43;M;5400;1;2;0;Adultos (31-59 anos);M‚dia;2700;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;197;0,01;0;656,7;6,2782;4;Muito alto;Bom pagador;0;0;0;0;Rafael Oliveira Silva;RO;jun/23;Rafael
126;43;F;8500;0;2;0;Adultos (31-59 anos);Alta;4250;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;2;5;1;0;0;0;0;0,477;0,5498;0;1,2835;6,1084;3;Alto;Bom pagador;0;0;0;0;Gabriela Oliveira Silva;GO;jul/23;Gabriela
127;53;M;9100;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;0,2684;0,0177;0;0,4087;1,6633;2;Moderado;Bom pagador;0;0;0;0;Carlos Oliveira Silva;CO;ago/23;Carlos
128;38;M;12800;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;4;7;1;0;0;0;0;0,3823;0;0;0,3186;2,085;1;Baixo;Bom pagador;0;0;0;0;Felipe Oliveira Silva;FO;set/23;Felipe
129;57;M;6667;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;15;2;other, real_estate;1;14;1;0;0;0;0;0,4084;0,1354;0;0,3398;1,9737;1;Baixo;Bom pagador;0;0;0;0;Thiago Oliveira Silva;TO;out/23;Thiago
130;31;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;0;0;0;0;218;0,0942;0;272,6177;5,4993;4;Muito alto;Bom pagador;0;0;0;0;Larissa Oliveira Silva;LO;nov/23;Larissa
131;35;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;2;other, real_estate;2;1;1;0;0;0;0;1782;1;0;4457,5;9,2416;4;Muito alto;Mau pagador;0;0;0;0;Andr‚ Oliveira Silva;AO;dez/23;Andr‚
132;56;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;1625;0,0661;0;2321,5229;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Leonardo Oliveira Silva;LO;jan/24;Leonardo
133;52;F;4500;0;2;0;Adultos (31-59 anos);M‚dia;2250;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,395;0,0216;0;0,3472;2,7526;1;Baixo;Bom pagador;0;0;0;0;Patr¡cia Oliveira Silva;PO;fev/24;Patr¡cia
134;39;M;2608;0;2;0;Adultos (31-59 anos);M‚dia;1304;0;Sem hist¢rico de inadimplˆncia;5;1;other;0;5;1;0;0;0;0;0,1299;0,1827;0;0,5211;2,6588;2;Moderado;Bom pagador;0;0;0;0;Ricardo Oliveira Silva;RO;mar/24;Ricardo
135;109;M;5400;1;0;1;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;318;0,2465;0;795,6163;5,6925;4;Muito alto;Bom pagador;1;0;0;0;Daniel Oliveira Silva;DO;abr/24;Daniel
136;50;F;7000;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;4;8;1;0;0;0;0;0,5795;0,0932;0;0,5175;2,044;2;Moderado;Bom pagador;0;0;0;0;Tatiane Oliveira Silva;TO;mai/24;Tatiane
137;46;M;10000;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,0846;0,1805;0;0,8837;1,9912;2;Moderado;Bom pagador;0;0;0;0;Eduardo Oliveira Silva;EO;jun/24;Eduardo
138;54;F;3800;0;1;0;Adultos (31-59 anos);M‚dia;3800;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,5959;0,1673;0;1,272;2,5593;3;Alto;Bom pagador;0;0;0;0;Yasmin Oliveira Silva;YO;jul/24;Yasmin
139;43;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;0;0;0;0;1247;1;0;6240;9,9795;4;Muito alto;Mau pagador;0;0;0;0;Amanda Oliveira Silva;AO;ago/24;Amanda
140;37;M;6833;0;2;0;Adultos (31-59 anos);Alta;3416,5;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;2;3;1;0;0;0;0;0,4495;0,3595;0;1,3483;2,5593;3;Alto;Bom pagador;0;0;0;0;Diego Oliveira Silva;DO;set/24;Diego
141;64;F;30452;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,0364;0;0;0,1212;2,5066;1;Baixo;Bom pagador;0;1;0;0;Carla Oliveira Silva;CO;out/24;Carla
142;49;M;4320;0;1;0;Adultos (31-59 anos);M‚dia;4320;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;0,2958;0,5684;0;0,8642;5,4173;2;Moderado;Bom pagador;0;0;0;0;Murilo Oliveira Silva;MO;nov/24;Murilo
143;40;M;5000;0;3;0;Adultos (31-59 anos);M‚dia;1666,6667;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;1;8;1;0;0;0;0;0,2581;0,0985;0;0,3566;2,3602;1;Baixo;Bom pagador;0;0;0;0;Samuel Oliveira Silva;SO;dez/24;Samuel
144;54;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;3;0;0;3;1514;0,8952;1;1896,244;9,3119;4;Muito alto;Mau pagador;0;0;0;0;Fl via Oliveira Silva;FO;jan/21;Fl via
145;69;M;6477;0;1;0;Sˆnior (60+);Alta;6477;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,1897;0,5957;0;0,6545;5,4173;2;Moderado;Bom pagador;0;0;0;0;Arthur Oliveira Silva;AO;fev/21;Arthur
146;80;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;0;0;0;0;17;0,0044;0;21,2555;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Helo¡sa Oliveira Silva;HO;mar/21;Helo¡sa
147;54;M;4930;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,3204;0,2882;0;0,6763;2,5534;2;Moderado;Bom pagador;0;0;0;0;Bernardo Oliveira Silva;BO;abr/21;Bernardo
148;44;M;3666;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;2;7;1;0;0;0;0;0,3698;0,024;0;0,3938;2,0147;2;Moderado;Bom pagador;0;0;0;0;Ot vio Oliveira Silva;OO;mai/21;Ot vio
149;78;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0;0;0;0;1,839;1;Baixo;Bom pagador;0;0;0;0;Heitor Oliveira Silva;HO;jun/21;Heitor
150;39;F;8452;0;1;0;Adultos (31-59 anos);Alta;8452;0;Sem hist¢rico de inadimplˆncia;13;2;other, real_estate;3;10;1;0;0;0;0;0,1912;0,0265;0;0,1555;1,716;1;Baixo;Bom pagador;0;0;0;0;Manuela Oliveira Silva;MO;jul/21;Manuela
151;59;M;15000;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;16;2;other, real_estate;1;15;1;0;0;0;0;0,2232;0,0448;0;0,1576;1,6223;1;Baixo;Bom pagador;0;0;0;0;Pietro Oliveira Silva;PO;ago/21;Pietro
152;45;M;2383;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;1;1;1;3;0,0751;0,2355;1;3,0265;2,2606;3;Alto;Bom pagador;0;0;0;0;Yuri Oliveira Silva;YO;set/21;Yuri
153;49;F;8400;0;2;0;Adultos (31-59 anos);Alta;4200;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;2;4;1;0;0;0;0;0,2865;0,0183;0;0,4354;1,716;2;Moderado;Bom pagador;0;0;0;0;Priscila Oliveira Silva;PO;out/21;Priscila
154;45;M;4300;0;2;0;Adultos (31-59 anos);M‚dia;2150;0;Sem hist¢rico de inadimplˆncia;8;2;other, real_estate;1;7;1;0;0;0;0;0,3741;0,0876;0;0,513;2,7116;2;Moderado;Bom pagador;0;0;0;0;Igor Oliveira Silva;IO;nov/21;Igor
155;44;M;1000;0;0;0;Adultos (31-59 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;0;0;0;0;0,8971;0,0208;0;1,5298;2,29;3;Alto;Bom pagador;0;0;0;0;Renato Oliveira Silva;RO;dez/21;Renato
156;42;F;2000;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;5;2;other, real_estate;1;4;1;1;2;0;3;0,2994;1,0024;1;4,6696;5,7043;3;Alto;Bom pagador;0;0;0;0;Tain  Oliveira Silva;TO;jan/22;Tain 
157;68;M;10000;0;1;0;Sˆnior (60+);Alta;10000;0;Sem hist¢rico de inadimplˆncia;8;1;other;0;8;1;0;0;0;0;0,0013;0,0125;0;0,0154;1,8214;1;Baixo;Bom pagador;0;0;0;0;C‚sar Oliveira Silva;CO;fev/22;C‚sar
158;62;F;1500;0;2;0;Sˆnior (60+);Baixa;750;0;Sem hist¢rico de inadimplˆncia;10;2;other, real_estate;2;8;1;0;0;0;0;0,9527;0,0055;0;0,8711;2,6179;2;Moderado;Bom pagador;0;0;0;0;Aline Oliveira Silva;AO;mar/22;Aline
159;32;F;10630;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;9;1;other;0;9;1;2;0;0;2;0,0572;0,6136;1;2,4708;5,88;3;Alto;Bom pagador;0;0;0;0;Bruna Oliveira Silva;BO;abr/22;Bruna
160;63;M;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;12;2;other, real_estate;2;10;1;1;0;0;1;3511;0,2197;1;2701,8613;5,6925;4;Muito alto;Bom pagador;0;0;0;0;Alan Oliveira Silva;AO;mai/22;Alan
161;25;F;4166;0;0;0;Jovens (18-30 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;2;1;other;0;2;1;0;0;0;0;0,0094;0,1337;0;0,4768;1,798;2;Moderado;Bom pagador;0;0;0;0;Daiane Oliveira Silva;DO;jun/22;Daiane
162;33;M;2716;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;1;other;0;7;1;1;0;0;1;0,2753;0,2324;1;1,5096;2,8931;3;Alto;Bom pagador;0;0;0;0;Breno Oliveira Silva;BO;jul/22;Breno
163;57;M;9166;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;3;1;other;0;3;1;0;0;0;0;0,0487;0,2316;0;0,7006;1,9209;2;Moderado;Bom pagador;0;0;0;0;CauÆ Oliveira Silva;CO;ago/22;CauÆ
164;62;F;17750;0;3;0;Sˆnior (60+);Alta;5916,6667;0;Sem hist¢rico de inadimplˆncia;18;2;other, real_estate;1;17;1;0;0;0;0;0,1161;0,057;0;0,0911;1,7804;1;Baixo;Bom pagador;0;0;0;0;Geovana Oliveira Silva;GO;set/22;Geovana
165;59;M;10300;0;0;0;Adultos (31-59 anos);Alta;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,3038;0,5895;0;1,1166;5,7043;3;Alto;Bom pagador;0;0;0;0;Cl udio Oliveira Silva;CO;out/22;Cl udio
166;64;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;2148;0,0678;0;3068,6683;5,4993;4;Muito alto;Bom pagador;0;0;0;0;J‚ssica Oliveira Silva;JO;nov/22;J‚ssica
167;39;M;5916;0;2;0;Adultos (31-59 anos);M‚dia;2958;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0,071;1;0;2,142;5,8624;3;Alto;Bom pagador;0;0;0;0;Elias Oliveira Silva;EO;dez/22;Elias
168;56;M;2720;0;1;0;Adultos (31-59 anos);M‚dia;2720;0;Sem hist¢rico de inadimplˆncia;10;1;other;0;10;1;1;0;1;2;0,2488;0,9609;1;2,9179;6,4422;3;Alto;Bom pagador;0;0;0;0;Fernando Oliveira Silva;FO;jan/23;Fernando
169;79;M;5400;1;0;1;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;0;0;sem_emprestimo;0;0;0;0;0;0;0;0;1;0;10;9,2006;4;Muito alto;Mau pagador;0;0;0;0;J£lio Oliveira Silva;JO;fev/23;J£lio
170;40;F;1600;0;0;0;Adultos (31-59 anos);Baixa;;0;Sem hist¢rico de inadimplˆncia;4;1;other;0;4;1;0;0;0;0;0,0106;0,0609;0;0,1431;1,798;1;Baixo;Bom pagador;0;0;0;0;Paula Oliveira Silva;PO;mar/23;Paula
171;59;M;7000;0;2;0;Adultos (31-59 anos);Alta;3500;0;Sem hist¢rico de inadimplˆncia;16;2;other, real_estate;1;15;1;0;0;0;0;0,6695;0,5438;0;0,7137;2,2196;2;Moderado;Bom pagador;0;0;0;0;M rcio Oliveira Silva;MO;abr/23;M rcio
172;50;M;5596;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;1;6;1;0;0;0;0;0,4569;0,4574;0;1,1429;2,5066;3;Alto;Bom pagador;0;0;0;0;Nicolas Oliveira Silva;NO;mai/23;Nicolas
173;60;F;8136;0;1;0;Sˆnior (60+);Alta;8136;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;2;9;1;0;0;0;0;0,5512;0,4359;0;0,8226;2,2196;2;Moderado;Bom pagador;0;0;0;0;Talita Oliveira Silva;TO;jun/23;Talita
174;51;M;24020;0;1;0;Adultos (31-59 anos);Alta;24020;1;Inadimplente;13;2;other, real_estate;2;11;1;2;4;1;7;0,1428;0,8592;1;7,2157;9,183;4;Muito alto;Mau pagador;0;1;0;0;S‚rgio Oliveira Silva;SO;jul/23;S‚rgio
175;51;M;10728;0;2;0;Adultos (31-59 anos);Alta;5364;0;Sem hist¢rico de inadimplˆncia;11;1;other;0;11;1;1;0;0;1;0,0382;0,1738;1;1,0933;1,9736;2;Moderado;Bom pagador;0;0;0;0;Tadeu Oliveira Silva;TO;ago/23;Tadeu
176;72;F;4083;0;2;0;Sˆnior (60+);M‚dia;2041,5;0;Sem hist¢rico de inadimplˆncia;3;2;other, real_estate;1;2;1;0;0;0;0;0,1472;0,2468;0;0,9848;2,6588;2;Moderado;Bom pagador;0;0;0;0;Z‚lia Oliveira Silva;ZO;set/23;Z‚lia
177;46;M;3700;0;3;0;Adultos (31-59 anos);M‚dia;1233,3333;0;Sem hist¢rico de inadimplˆncia;6;1;other;0;6;1;0;0;0;0;0,4356;0,891;0;1,8951;6,7936;3;Alto;Bom pagador;0;0;0;0;William Oliveira Silva;WO;out/23;William
178;63;F;5400;1;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;17;2;other, real_estate;1;16;1;0;0;0;0;1130;0,0259;0;627,7922;5,5403;4;Muito alto;Bom pagador;0;0;0;0;Lorena Oliveira Silva;LO;nov/23;Lorena
179;42;F;18000;0;3;0;Adultos (31-59 anos);Alta;6000;0;Sem hist¢rico de inadimplˆncia;9;2;other, real_estate;2;7;1;0;0;0;0;0,2119;0,5477;0;0,7596;1,8682;2;Moderado;Bom pagador;0;0;0;0;Mirela Oliveira Silva;MO;dez/23;Mirela
180;66;M;8000;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;25;1;other;0;25;1;1;1;0;2;0,1531;0,0673;1;2,0078;2,0674;3;Alto;Bom pagador;0;0;0;0;Gabriel Souza Silva;GS;jan/24;Gabriel
181;73;F;26500;0;0;0;Sˆnior (60+);Alta;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,0306;0,0747;0;0,0877;1,798;1;Baixo;Bom pagador;0;1;0;0;Beatriz Souza Silva;BS;fev/24;Beatriz
182;51;M;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;6;2;other, real_estate;1;5;1;0;0;0;0;454;0,0137;0;648,591;5,6106;4;Muito alto;Bom pagador;0;0;0;0;Mateus Souza Silva;MS;mar/24;Mateus
183;82;M;2607;0;0;0;Sˆnior (60+);M‚dia;;0;Sem hist¢rico de inadimplˆncia;11;2;other, real_estate;1;10;1;0;0;0;0;0,6771;0,0178;0;0,5792;2,085;2;Moderado;Bom pagador;0;0;0;0;Pedro Souza Silva;PS;abr/24;Pedro
184;46;F;2000;0;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;1;1;other;0;1;1;1;0;0;1;0;1;1;5,5;9,8682;4;Muito alto;Mau pagador;0;0;0;0;Eduarda Souza Silva;ES;mai/24;Eduarda
185;37;M;6777;0;1;0;Adultos (31-59 anos);Alta;6777;0;Sem hist¢rico de inadimplˆncia;14;2;other, real_estate;2;12;1;0;0;0;0;0,7421;0,3342;0;0,7175;2,2196;2;Moderado;Bom pagador;0;0;0;0;Rafael Souza Silva;RS;jun/24;Rafael
186;55;F;5400;1;0;0;Adultos (31-59 anos);M‚dia;;0;Sem hist¢rico de inadimplˆncia;7;2;other, real_estate;2;5;1;0;0;0;0;2686;0,133;0;3357,6662;5,5696;4;Muito alto;Bom pagador;0;0;0;0;Gabriela Souza Silva;GS;jul/24;Gabriela
