user_id;nome_cliente;primeiro_nome;iniciais;cliente_desde;idade;sexo;renda_mensal;faixa_salarial;historico_default;historico_pagamento;qtd_emprestimos_ativos;consultas_ultimo_ano;status_ultimo_emprestimo;faixa_risco_historico;previsao_default;score_credito_sintetico;score_credito_faixa;total_atrasos;resumo_personalizado
93;Priscila Santos Silva;Priscila;PS;out/24;40;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
94;Igor Santos Silva;Igor;IS;nov/24;52;M;3000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
95;Renato Santos Silva;Renato;RS;dez/24;27;M;2800;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
96;Tain  Santos Silva;Tain ;TS;jan/21;28;F;3500;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;5;4;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
97;C‚sar Santos Silva;C‚sar;CS;fev/21;59;M;8110;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;4;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
98;Aline Santos Silva;Aline;AS;mar/21;45;F;5600;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
99;Bruna Santos Silva;Bruna;BS;abr/21;23;F;2200;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;2;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
100;Alan Santos Silva;Alan;AS;mai/21;62;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;19;3;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
101;Daiane Santos Silva;Daiane;DS;jun/21;45;F;5200;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;1;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
102;Breno Santos Silva;Breno;BS;jul/21;90;M;7083;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
103;CauÆ Santos Silva;CauÆ;CS;ago/21;64;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
104;Geovana Santos Silva;Geovana;GS;set/21;43;F;5708;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;0;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
105;Cl udio Santos Silva;Cl udio;CS;out/21;51;M;13455;Alta;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
106;J‚ssica Santos Silva;J‚ssica;JS;nov/21;63;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;0;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
107;Elias Santos Silva;Elias;ES;dez/21;37;M;12996;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;9;3;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
108;Fernando Santos Silva;Fernando;FS;jan/22;83;M;2000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;10;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
109;J£lio Santos Silva;J£lio;JS;fev/22;63;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;9;1;Pago em dia;Muito alto;Bom pagador;595;Regular;1;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
110;Paula Santos Silva;Paula;PS;mar/22;89;F;3400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
111;M rcio Santos Silva;M rcio;MS;abr/22;50;M;15000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
112;Nicolas Santos Silva;Nicolas;NS;mai/22;40;M;5600;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
113;Talita Santos Silva;Talita;TS;jun/22;50;F;4667;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
114;S‚rgio Santos Silva;S‚rgio;SS;jul/22;49;M;4000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
115;Tadeu Santos Silva;Tadeu;TS;ago/22;63;M;2500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
116;Z‚lia Santos Silva;Z‚lia;ZS;set/22;47;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
117;William Santos Silva;William;WS;out/22;45;M;10483;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;17;0;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
118;Lorena Santos Silva;Lorena;LS;nov/22;62;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
119;Mirela Santos Silva;Mirela;MS;dez/22;63;F;9500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
120;Gabriel Oliveira Silva;Gabriel;GO;jan/23;39;M;5400;M‚dia;Inadimplente;Requer aten‡Æo;0;5;Teve atraso relevante;Muito alto;Mau pagador;455;Ruim;294;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
121;Beatriz Oliveira Silva;Beatriz;BO;fev/23;54;F;3600;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
122;Mateus Oliveira Silva;Mateus;MO;mar/23;64;M;32000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;3;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
123;Pedro Oliveira Silva;Pedro;PO;abr/23;43;M;8804;Alta;Sem hist¢rico de inadimplˆncia;Pontual;13;5;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
124;Eduarda Oliveira Silva;Eduarda;EO;mai/23;45;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;17;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
125;Rafael Oliveira Silva;Rafael;RO;jun/23;43;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
126;Gabriela Oliveira Silva;Gabriela;GO;jul/23;43;F;8500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;3;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
127;Carlos Oliveira Silva;Carlos;CO;ago/23;53;M;9100;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
128;Felipe Oliveira Silva;Felipe;FO;set/23;38;M;12800;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
129;Thiago Oliveira Silva;Thiago;TO;out/23;57;M;6667;Alta;Sem hist¢rico de inadimplˆncia;Pontual;15;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
130;Larissa Oliveira Silva;Larissa;LO;nov/23;31;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
131;Andr‚ Oliveira Silva;Andr‚;AO;dez/23;35;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
132;Leonardo Oliveira Silva;Leonardo;LO;jan/24;56;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
133;Patr¡cia Oliveira Silva;Patr¡cia;PO;fev/24;52;F;4500;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
134;Ricardo Oliveira Silva;Ricardo;RO;mar/24;39;M;2608;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
135;Daniel Oliveira Silva;Daniel;DO;abr/24;109;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;2;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
136;Tatiane Oliveira Silva;Tatiane;TO;mai/24;50;F;7000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;12;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
137;Eduardo Oliveira Silva;Eduardo;EO;jun/24;46;M;10000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;2;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
138;Yasmin Oliveira Silva;Yasmin;YO;jul/24;54;F;3800;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
139;Amanda Oliveira Silva;Amanda;AO;ago/24;43;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;1;5;Pago em dia;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
140;Diego Oliveira Silva;Diego;DO;set/24;37;M;6833;Alta;Sem hist¢rico de inadimplˆncia;Pontual;5;2;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
141;Carla Oliveira Silva;Carla;CO;out/24;64;F;30452;Alta;Sem hist¢rico de inadimplˆncia;Pontual;2;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
142;Murilo Oliveira Silva;Murilo;MO;nov/24;49;M;4320;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
143;Samuel Oliveira Silva;Samuel;SO;dez/24;40;M;5000;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
144;Fl via Oliveira Silva;Fl via;FO;jan/21;54;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;7;5;Pago em dia;Muito alto;Mau pagador;565;Ruim;3;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
145;Arthur Oliveira Silva;Arthur;AO;fev/21;69;M;6477;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
146;Helo¡sa Oliveira Silva;Helo¡sa;HO;mar/21;80;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
147;Bernardo Oliveira Silva;Bernardo;BO;abr/21;54;M;4930;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
148;Ot vio Oliveira Silva;Ot vio;OO;mai/21;44;M;3666;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;9;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
149;Heitor Oliveira Silva;Heitor;HO;jun/21;78;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;0;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
150;Manuela Oliveira Silva;Manuela;MO;jul/21;39;F;8452;Alta;Sem hist¢rico de inadimplˆncia;Pontual;13;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
151;Pietro Oliveira Silva;Pietro;PO;ago/21;59;M;15000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;16;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
152;Yuri Oliveira Silva;Yuri;YO;set/21;45;M;2383;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;3;2;Pago em dia;Alto;Bom pagador;635;Regular;3;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
153;Priscila Oliveira Silva;Priscila;PO;out/21;49;F;8400;Alta;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
154;Igor Oliveira Silva;Igor;IO;nov/21;45;M;4300;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
155;Renato Oliveira Silva;Renato;RO;dez/21;44;M;1000;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;5;1;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
156;Tain  Oliveira Silva;Tain ;TO;jan/22;42;F;2000;M‚dia;Sem hist¢rico de inadimplˆncia;Requer aten‡Æo;5;6;Pago em dia;Alto;Bom pagador;635;Regular;3;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos requer aten‡Æo.
157;C‚sar Oliveira Silva;C‚sar;CO;fev/22;68;M;10000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;8;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
158;Aline Oliveira Silva;Aline;AO;mar/22;62;F;1500;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;10;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
159;Bruna Oliveira Silva;Bruna;BO;abr/22;32;F;10630;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;9;4;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
160;Alan Oliveira Silva;Alan;AO;mai/22;63;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;12;2;Pago em dia;Muito alto;Bom pagador;595;Regular;1;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
161;Daiane Oliveira Silva;Daiane;DO;jun/22;25;F;4166;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;2;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
162;Breno Oliveira Silva;Breno;BO;jul/22;33;M;2716;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;7;2;Pago em dia;Alto;Bom pagador;665;Regular;1;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
163;CauÆ Oliveira Silva;CauÆ;CO;ago/22;57;M;9166;Alta;Sem hist¢rico de inadimplˆncia;Pontual;3;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
164;Geovana Oliveira Silva;Geovana;GO;set/22;62;F;17750;Alta;Sem hist¢rico de inadimplˆncia;Pontual;18;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
165;Cl udio Oliveira Silva;Cl udio;CO;out/22;59;M;10300;Alta;Sem hist¢rico de inadimplˆncia;Pontual;7;3;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
166;J‚ssica Oliveira Silva;J‚ssica;JO;nov/22;64;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
167;Elias Oliveira Silva;Elias;EO;dez/22;39;M;5916;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;4;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
168;Fernando Oliveira Silva;Fernando;FO;jan/23;56;M;2720;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;10;5;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
169;J£lio Oliveira Silva;J£lio;JO;fev/23;79;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;0;5;Sem empr‚stimo ativo;Muito alto;Mau pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos pontual.
170;Paula Oliveira Silva;Paula;PO;mar/23;40;F;1600;Baixa;Sem hist¢rico de inadimplˆncia;Pontual;4;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
171;M rcio Oliveira Silva;M rcio;MO;abr/23;59;M;7000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;16;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
172;Nicolas Oliveira Silva;Nicolas;NO;mai/23;50;M;5596;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;7;3;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
173;Talita Oliveira Silva;Talita;TO;jun/23;60;F;8136;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
174;S‚rgio Oliveira Silva;S‚rgio;SO;jul/23;51;M;24020;Alta;Inadimplente;Requer aten‡Æo;13;5;Teve atraso relevante;Muito alto;Mau pagador;455;Ruim;7;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos requer aten‡Æo.
175;Tadeu Oliveira Silva;Tadeu;TO;ago/23;51;M;10728;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;11;1;Pago em dia;Moderado;Bom pagador;735;Bom;1;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
176;Z‚lia Oliveira Silva;Z‚lia;ZO;set/23;72;F;4083;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;3;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
177;William Oliveira Silva;William;WO;out/23;46;M;3700;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;5;Pago em dia;Alto;Bom pagador;680;Bom;0;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
178;Lorena Oliveira Silva;Lorena;LO;nov/23;63;F;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;17;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
179;Mirela Oliveira Silva;Mirela;MO;dez/23;42;F;18000;Alta;Sem hist¢rico de inadimplˆncia;Pontual;9;3;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
180;Gabriel Souza Silva;Gabriel;GS;jan/24;66;M;8000;Alta;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;25;1;Pago em dia;Alto;Bom pagador;650;Regular;2;Cliente com perfil hist¢rico alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos com ocorrˆncias.
181;Beatriz Souza Silva;Beatriz;BS;fev/24;73;F;26500;Alta;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Baixo;Bom pagador;820;Muito bom;0;Cliente com perfil hist¢rico baixo, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
182;Mateus Souza Silva;Mateus;MS;mar/24;51;M;5400;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;6;1;Pago em dia;Muito alto;Bom pagador;610;Regular;0;Cliente com perfil hist¢rico muito alto, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
183;Pedro Souza Silva;Pedro;PS;abr/24;82;M;2607;M‚dia;Sem hist¢rico de inadimplˆncia;Pontual;11;1;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
184;Eduarda Souza Silva;Eduarda;ES;mai/24;46;F;2000;M‚dia;Sem hist¢rico de inadimplˆncia;Com ocorrˆncias;1;5;Pago em dia;Muito alto;Mau pagador;595;Regular;1;Cliente com perfil hist¢rico muito alto, previsÆo de default: mau pagador, e hist¢rico de pagamentos com ocorrˆncias.
185;Rafael Souza Silva;Rafael;RS;jun/24;37;M;6777;Alta;Sem hist¢rico de inadimplˆncia;Pontual;14;2;Pago em dia;Moderado;Bom pagador;750;Muito bom;0;Cliente com perfil hist¢rico moderado, previsÆo de default: bom pagador, e hist¢rico de pagamentos pontual.
